site,slope_10_years,trend_10_years
Site_312,-0.35658715147571857,Stable
Site_313,-0.36039463116635695,Stable
Site_314,-0.3902722934672204,Stable
Site_315,-0.34703410542008467,Stable
Site_316,-0.363130017857303,Stable
Site_317,-0.42914736956005983,Stable
Site_318,-0.44381198894392987,Stable
Site_319,-0.3511538524817353,Stable
Site_320,-0.45702905703071633,Stable
Site_321,-0.47976224224927144,Stable
Site_322,-0.3039784098775788,Stable
Site_323,-0.411097750055991,Stable
Site_324,-0.39520599997721617,Stable
Site_325,-0.349404431799903,Stable
Site_326,-0.5047499832310993,Falling
Site_327,-0.44512982422391206,Stable
Site_328,-0.48326599025761513,Stable
Site_329,-0.4029382315829935,Stable
Site_330,-0.3802141357433457,Stable
Site_331,-0.41511738865765696,Stable
Site_332,-0.4490260234410259,Stable
Site_333,-0.46094130440560527,Stable
Site_334,-0.4775897395820788,Stable
Site_335,-0.2889646258382815,Stable
Site_336,-0.4956847370066509,Stable
Site_337,-0.42041367051697615,Stable
Site_338,-0.3518110562131646,Stable
Site_339,-0.34498283370434507,Stable
Site_340,-0.4401084233053549,Stable
Site_341,-0.37391149878566876,Stable
Site_342,-0.44291330286665676,Stable
Site_343,-0.4848084225460124,Stable
Site_344,-0.4448209391092762,Stable
Site_345,-0.3744987534059904,Stable
Site_346,-0.49152116552109554,Stable
Site_347,-0.3878147447393204,Stable
Site_348,-0.39879653307648744,Stable
Site_349,-0.4291695133727338,Stable
Site_350,-0.4432674665539265,Stable
Site_351,-0.5175139618529503,Falling
Site_352,-0.4132680575787215,Stable
Site_353,-0.49116469848246974,Stable
Site_354,-0.42961792969208307,Stable
Site_355,-0.5144241026737846,Falling
Site_356,-0.4118966757070993,Stable
Site_357,-0.4320351514200494,Stable
Site_358,-0.4432451120226077,Stable
Site_359,-0.4775474155005271,Stable
Site_360,-0.39903311130881813,Stable
Site_361,-0.3595377629395784,Stable
Site_362,-0.3696001369355062,Stable
Site_363,-0.3751933315446528,Stable
Site_364,-0.4598548160925913,Stable
Site_365,-0.4583288515008905,Stable
Site_366,-0.3281738543041601,Stable
Site_367,-0.42987451670751964,Stable
Site_368,-0.4004130718987548,Stable
Site_369,-0.3883019858179297,Stable
Site_370,-0.4626847711772015,Stable
Site_371,-0.4420888764580596,Stable
Site_372,-0.4766945705451983,Stable
Site_373,-0.42893337113190527,Stable
Site_374,-0.3706683294248069,Stable
Site_375,-0.3928378984829577,Stable
Site_376,-0.4501247283753874,Stable
Site_377,-0.4188079042919582,Stable
Site_378,-0.37205853613160667,Stable
Site_379,-0.337673926442094,Stable
Site_380,-0.4048041993133072,Stable
Site_381,-0.44859209672049377,Stable
Site_382,-0.4107857003643559,Stable
Site_383,-0.35533070050991755,Stable
Site_384,-0.42145632934380545,Stable
Site_385,-0.3945189494945916,Stable
Site_386,-0.35381280207758026,Stable
Site_387,-0.4162133928492274,Stable
Site_388,-0.419607322252761,Stable
Site_389,-0.4811641587135443,Stable
Site_390,-0.34021967834076,Stable
Site_391,-0.3856123997504288,Stable
Site_392,-0.48839430021782176,Stable
Site_393,-0.383918746116254,Stable
Site_394,-0.4622148558570502,Stable
Site_395,-0.40489481783906406,Stable
Site_396,-0.3644724173672554,Stable
Site_397,-0.48754153436105474,Stable
Site_398,-0.42947178078167275,Stable
Site_399,-0.3742912556176063,Stable
Site_400,-0.43463784165852276,Stable
Site_401,-0.373181803397574,Stable
Site_402,-0.3810655537598551,Stable
Site_403,-0.4619508588843034,Stable
Site_404,-0.43304000111369106,Stable
Site_405,-0.3762401762696502,Stable
Site_406,-0.4479973764574652,Stable
Site_407,-0.37302867356070396,Stable
Site_408,-0.34769542481013554,Stable
Site_409,-0.47290829054625616,Stable
Site_410,-0.3205947936665228,Stable
Site_411,-0.3557043458671935,Stable
Site_412,-0.40162090949475915,Stable
Site_413,-0.4353649831108708,Stable
Site_414,-0.4550033860530624,Stable
Site_415,-0.42158982437578196,Stable
Site_416,-0.41918434467754434,Stable
Site_417,-0.4167302648980646,Stable
Site_418,-0.5274868379921349,Falling
Site_419,-0.34053309865305686,Stable
Site_420,-0.4924248499974042,Stable
Site_421,-0.4527485132626173,Stable
Site_422,-0.3931005102808969,Stable
Site_423,-0.37838640048193645,Stable
Site_424,-0.3436419503564497,Stable
Site_425,-0.3284404058454331,Stable
Site_426,-0.40285420988086884,Stable
Site_427,-0.43024869234184876,Stable
Site_428,-0.38383648736381815,Stable
Site_429,-0.4374455630744882,Stable
Site_430,-0.48701824330224797,Stable
Site_431,-0.44238303151413366,Stable
Site_432,-0.37090466150228785,Stable
Site_433,-0.48474513037348177,Stable
Site_434,-0.36113527696536996,Stable
Site_435,-0.4581540423183981,Stable
Site_436,-0.31454902468256163,Stable
Site_437,-0.3186354117493776,Stable
Site_438,-0.4203176125383202,Stable
Site_439,-0.4530934850592011,Stable
Site_440,-0.3815201676131204,Stable
Site_441,-0.4766301823823867,Stable
Site_442,-0.43864004819319546,Stable
Site_443,-0.4849434704418181,Stable
Site_444,-0.38648607105206334,Stable
Site_445,-0.4338457760712186,Stable
Site_446,-0.42722456473619635,Stable
Site_447,-0.46722644538465236,Stable
Site_448,-0.4489477746714839,Stable
Site_449,-0.398956122421841,Stable
Site_450,-0.47541365026770344,Stable
Site_451,-0.4596603980494702,Stable
Site_452,-0.36654919426994415,Stable
Site_453,-0.40352771425281286,Stable
Site_454,-0.3296635518690748,Stable
Site_455,-0.4451223769320575,Stable
Site_456,-0.41948334752891214,Stable
Site_457,-0.42587019096300127,Stable
Site_458,-0.4208767624751018,Stable
Site_459,-0.4374536488502787,Stable
Site_460,-0.39551903302269564,Stable
Site_461,-0.402956260369805,Stable
Site_462,-0.5346783141998964,Falling
Site_463,-0.36236848243315467,Stable
Site_464,-0.3953306454572806,Stable
Site_465,-0.3635398631657468,Stable
Site_466,-0.4140944576556528,Stable
Site_467,-0.39326338886265894,Stable
Site_468,-0.3671274354460371,Stable
Site_469,-0.4134241703822008,Stable
Site_470,-0.43661666791114967,Stable
Site_471,-0.4111849958172689,Stable
Site_472,-0.31012981536486206,Stable
Site_473,-0.3502510077162298,Stable
Site_474,-0.5038132671773722,Falling
Site_475,-0.35210284653729595,Stable
Site_476,-0.3683910476831542,Stable
Site_477,-0.3818730720505982,Stable
Site_478,-0.4360497777012877,Stable
Site_479,-0.4224121246138365,Stable
Site_480,-0.48994327427724177,Stable
Site_481,-0.378900624309537,Stable
Site_482,-0.4764064978554689,Stable
Site_483,-0.39180322228735764,Stable
Site_484,-0.44949588370857696,Stable
Site_485,-0.44090279414239736,Stable
Site_486,-0.45112719372068094,Stable
Site_487,-0.4130450824080708,Stable
Site_488,-0.4724878232443272,Stable
Site_489,-0.4071423262330294,Stable
Site_490,-0.4322836887286345,Stable
Site_491,-0.39070633408970157,Stable
Site_492,-0.4687174901569533,Stable
Site_493,-0.4638040949031657,Stable
Site_494,-0.3359875954403811,Stable
Site_495,-0.39927498155419516,Stable
Site_496,-0.352437002074303,Stable
Site_497,-0.3519945415634728,Stable
Site_498,-0.3613270562789818,Stable
Site_499,-0.414330520165084,Stable
Site_500,-0.5196000641648335,Falling
Site_501,-0.4018052003852658,Stable
Site_502,-0.4424238274106444,Stable
Site_503,-0.4608158407295617,Stable
Site_504,-0.3843544421143616,Stable
Site_505,-0.4342079312487653,Stable
Site_506,-0.3116435886467679,Stable
Site_507,-0.3803496949324897,Stable
Site_508,-0.37851826165311514,Stable
Site_509,-0.4839255435339722,Stable
Site_510,-0.474195248894827,Stable
Site_511,-0.500454975808466,Falling
Site_512,-0.45106113246422147,Stable
Site_513,-0.32963134987781606,Stable
Site_514,-0.43977627434178623,Stable
Site_515,-0.3394473386799655,Stable
Site_516,-0.41793413933759965,Stable
Site_517,-0.4695045940469835,Stable
Site_518,-0.4037691504050727,Stable
Site_519,-0.5364434925893833,Falling
Site_520,-0.30593360842775424,Stable
Site_521,-0.4135644514416658,Stable
Site_522,-0.37092481835793895,Stable
Site_523,-0.41965772135269674,Stable
Site_524,-0.3709778789677795,Stable
Site_525,-0.4644609613580765,Stable
Site_526,-0.5018161862322889,Falling
Site_527,-0.4012878872825746,Stable
Site_528,-0.43051438898543376,Stable
Site_529,-0.5139564324883338,Falling
Site_530,-0.43947350386570594,Stable
Site_531,-0.4664053461798151,Stable
Site_532,-0.48496430564712245,Stable
Site_533,-0.2975380160551162,Stable
Site_534,-0.40131813712025155,Stable
Site_535,-0.39371466285641654,Stable
Site_536,-0.4859652339483831,Stable
Site_537,-0.483123524178246,Stable
Site_538,-0.4410111826443678,Stable
Site_539,-0.4617075446147642,Stable
Site_540,-0.36957716859898687,Stable
Site_541,-0.49845047288308725,Stable
Site_542,-0.40160630219720755,Stable
Site_543,-0.4150483558247465,Stable
Site_544,-0.3505095702983945,Stable
Site_545,-0.4208418945444829,Stable
Site_546,-0.42897615651650406,Stable
Site_547,-0.3133006873352209,Stable
Site_548,-0.4368143245675401,Stable
Site_549,-0.4648192919599049,Stable
Site_550,-0.48242128296669734,Stable
Site_551,-0.3355387159195737,Stable
Site_552,-0.3584466685565776,Stable
Site_553,-0.35055339029274285,Stable
Site_554,-0.4374973808869402,Stable
Site_555,-0.3704190030285037,Stable
Site_556,-0.43078519793003556,Stable
Site_557,-0.40290183483450015,Stable
Site_558,-0.3806548377339432,Stable
Site_559,-0.40520521531907605,Stable
Site_560,-0.47319365932928337,Stable
Site_561,-0.42270358462224805,Stable
Site_562,-0.3973867605387858,Stable
Site_563,-0.4224521776162085,Stable
Site_564,-0.4141678042100365,Stable
Site_565,-0.34688504125149977,Stable
Site_566,-0.3649022543734938,Stable
Site_567,-0.41658651615576603,Stable
Site_568,-0.41391265299250607,Stable
Site_569,-0.4236236336507161,Stable
Site_570,-0.502437176091201,Falling
Site_571,-0.45282751758204853,Stable
Site_572,-0.45809741594347403,Stable
Site_573,-0.4100453348908154,Stable
Site_574,-0.5098229830172466,Falling
Site_575,-0.4462036130976911,Stable
Site_576,-0.38578495304074206,Stable
Site_577,-0.3781239291630782,Stable
Site_578,-0.49238631758656787,Stable
Site_579,-0.33157541957062164,Stable
Site_580,-0.44079058359583856,Stable
Site_581,-0.3699396635841283,Stable
Site_582,-0.49128412725127496,Stable
Site_583,-0.4289737791288497,Stable
Site_584,-0.4306847623181619,Stable
Site_585,-0.46863535226720837,Stable
Site_586,-0.37732651208057166,Stable
Site_587,-0.43702094341219466,Stable
Site_588,-0.34866987153120926,Stable
Site_589,-0.47871395286738927,Stable
Site_590,-0.45343670023402316,Stable
Site_591,-0.4289453795657439,Stable
Site_592,-0.4957159777916361,Stable
Site_593,-0.3419034130098743,Stable
Site_594,-0.42224877776835235,Stable
Site_595,-0.45837573419324207,Stable
Site_596,-0.373377240863472,Stable
Site_597,-0.34629517004933585,Stable
Site_598,-0.31521331185223683,Stable
Site_599,-0.3668016789153378,Stable
Site_600,-0.39620759713629133,Stable
Site_601,-0.4929882946720233,Stable
Site_602,-0.40415529587312554,Stable
Site_603,-0.4218498651527042,Stable
Site_604,-0.4378403043461112,Stable
Site_605,-0.4696418282281861,Stable
Site_606,-0.3635277104560979,Stable
Site_607,-0.42896835043339127,Stable
Site_608,-0.4129215012789062,Stable
Site_609,-0.31522319474833627,Stable
Site_610,-0.4833332082520672,Stable
Site_611,-0.37080887309166727,Stable
Site_612,-0.4265532643677729,Stable
Site_613,-0.39672761477838736,Stable
Site_614,-0.3364957938525764,Stable
Site_615,-0.27978482521739434,Stable
Site_616,-0.5359706240436914,Falling
Site_617,-0.37331640201326655,Stable
Site_618,-0.4761998745812974,Stable
Site_619,-0.39193184800917225,Stable
Site_620,-0.4000709963766491,Stable
Site_621,-0.40745150749284065,Stable
Site_622,-0.3568174619345876,Stable
Site_623,-0.42206148556036766,Stable
Site_624,-0.422064719744142,Stable
Site_625,-0.5140781082904676,Falling
Site_626,-0.35692339648144655,Stable
Site_627,-0.40930361461636744,Stable
Site_628,-0.5118097482386649,Falling
Site_629,-0.36600350501738554,Stable
Site_630,-0.4290132727459039,Stable
Site_631,-0.412721397628094,Stable
Site_632,-0.4673472213609241,Stable
Site_633,-0.4073291963708422,Stable
Site_634,-0.40761696405633935,Stable
Site_635,-0.4612502698844533,Stable
Site_636,-0.46205364404109855,Stable
Site_637,-0.503727095891507,Falling
Site_638,-0.5405447906924848,Falling
Site_639,-0.3706610884221076,Stable
Site_640,-0.3650105916195928,Stable
Site_641,-0.3385398834149898,Stable
Site_642,-0.3751566538379413,Stable
Site_643,-0.4724953584938609,Stable
Site_644,-0.4194661495938164,Stable
Site_645,-0.4686297033612333,Stable
Site_646,-0.39611661981916513,Stable
Site_647,-0.4300035777880863,Stable
Site_648,-0.37934844390898725,Stable
Site_649,-0.4549435710552057,Stable
Site_650,-0.3707336901840428,Stable
Site_651,-0.4579196566994377,Stable
Site_652,-0.4596159016038594,Stable
Site_653,-0.3804627527832918,Stable
Site_654,-0.5286176860684012,Falling
Site_655,-0.45845500301838094,Stable
Site_656,-0.3789236527609175,Stable
Site_657,-0.43798763467331253,Stable
Site_658,-0.39962819985500486,Stable
Site_659,-0.4127351373721569,Stable
Site_660,-0.3950383166297992,Stable
Site_661,-0.4742024418055796,Stable
Site_662,-0.41097423283844836,Stable
Site_663,-0.4086127920795214,Stable
Site_664,-0.45997250216102914,Stable
Site_665,-0.42942504742753024,Stable
Site_666,-0.43124301938993065,Stable
Site_667,-0.3523131431507532,Stable
Site_668,-0.4319870309927373,Stable
Site_669,-0.40683877679388325,Stable
Site_670,-0.3549075622063308,Stable
Site_671,-0.4528998561037749,Stable
Site_672,-0.404114892305665,Stable
Site_673,-0.4531946452142893,Stable
Site_674,-0.3790720689537235,Stable
Site_675,-0.4471403095350361,Stable
Site_676,-0.39968830467009847,Stable
Site_677,-0.311147613183779,Stable
Site_678,-0.4485952378842742,Stable
Site_679,-0.42961443669772426,Stable
Site_680,-0.417961889659324,Stable
Site_681,-0.44397164473206224,Stable
Site_682,-0.447525198917153,Stable
Site_683,-0.42022819251466864,Stable
Site_684,-0.4588839496907884,Stable
Site_685,-0.4483693354325286,Stable
Site_686,-0.4315274750585982,Stable
Site_687,-0.4488207144692401,Stable
Site_688,-0.4466205994282035,Stable
Site_689,-0.3695665630580392,Stable
Site_690,-0.404235637275283,Stable
Site_691,-0.45989947010260074,Stable
Site_692,-0.4901250093336488,Stable
Site_693,-0.511932412456797,Falling
Site_694,-0.4603839085594897,Stable
Site_695,-0.4886958690278999,Stable
Site_696,-0.4256028054060236,Stable
Site_697,-0.41416671201654964,Stable
Site_698,-0.3847236541530339,Stable
Site_699,-0.30444437026753324,Stable
Site_700,-0.3587962084557908,Stable
Site_701,-0.5175966047082213,Falling
Site_702,-0.41853115852245937,Stable
Site_703,-0.47012438477104573,Stable
Site_704,-0.43205532599382485,Stable
Site_705,-0.39578787525957093,Stable
Site_706,-0.4177334263110825,Stable
Site_707,-0.4683284287979867,Stable
Site_708,-0.3734160738490115,Stable
Site_709,-0.4499568292470006,Stable
Site_710,-0.3247454423383806,Stable
Site_711,-0.459298464980836,Stable
Site_712,-0.4788916216226147,Stable
Site_713,-0.43612244653890747,Stable
Site_714,-0.44359770512794106,Stable
Site_715,-0.48006516206348826,Stable
Site_716,-0.4691838213611863,Stable
Site_717,-0.3199329661470692,Stable
Site_718,-0.3483700409920885,Stable
Site_719,-0.44601932726950394,Stable
Site_720,-0.4476643953765059,Stable
Site_721,-0.3889879067724938,Stable
Site_722,-0.4031053523811584,Stable
Site_723,-0.35042750644495424,Stable
Site_724,-0.5073917943740212,Falling
Site_725,-0.49650547362337816,Stable
Site_726,-0.33416153327264353,Stable
Site_727,-0.45229011153535364,Stable
Site_728,-0.35682203509952715,Stable
Site_729,-0.4206285713019927,Stable
Site_730,-0.4444703095476207,Stable
Site_731,-0.42202988092174476,Stable
Site_732,-0.3100975943899136,Stable
Site_733,-0.3733652653346601,Stable
Site_734,-0.41713934326643826,Stable
Site_735,-0.44947187127052146,Stable
Site_736,-0.33853768194261175,Stable
Site_737,-0.42171859247511334,Stable
Site_738,-0.42873783811489236,Stable
