site,slope_3_years,trend_3_years
Site_120,-0.44262420126229096,Falling
Site_121,-0.5346788887721776,Falling
Site_122,-0.3698803927846929,Falling
Site_123,-0.4384939802797653,Falling
Site_124,-0.40776774244987607,Falling
Site_125,-0.4674869537924898,Falling
Site_126,-0.42173020604870215,Falling
Site_127,-0.45303314547942225,Falling
Site_128,-0.39234629305969454,Falling
Site_129,-0.38908680597302125,Falling
Site_130,-0.40607393504801503,Falling
Site_131,-0.3817429611733399,Falling
Site_132,-0.4080308047934985,Falling
Site_133,-0.37787366877047374,Falling
Site_134,-0.42961434684168476,Falling
Site_135,-0.44178902946644016,Falling
Site_136,-0.4385644109431929,Falling
Site_137,-0.4069452675621038,Falling
Site_138,-0.4351135887606559,Falling
Site_139,-0.5120643546249899,Falling
Site_140,-0.453110865870277,Falling
Site_141,-0.40311134046192293,Falling
Site_142,-0.4210391133109708,Falling
Site_143,-0.4028383869959241,Falling
Site_144,-0.36319148316844596,Falling
Site_145,-0.4287010465061875,Falling
Site_146,-0.373493642370535,Falling
Site_147,-0.40273169879756937,Falling
Site_148,-0.39365768275258717,Falling
Site_149,-0.409712941037999,Falling
Site_150,-0.39330335833693697,Falling
Site_151,-0.42046680073353393,Falling
Site_152,-0.4203884171799611,Falling
Site_153,-0.3692949226289031,Falling
Site_154,-0.4467249121372664,Falling
Site_155,-0.49028593323064507,Falling
Site_156,-0.4095765427708233,Falling
Site_157,-0.41925169619047775,Falling
Site_158,-0.3698915216420091,Falling
Site_159,-0.45785090292639785,Falling
Site_160,-0.47261867321899015,Falling
Site_161,-0.3623548502631842,Falling
Site_162,-0.39911747914644147,Falling
Site_163,-0.4407598648616141,Falling
Site_164,-0.38100445736459426,Falling
Site_165,-0.3766680351779954,Falling
Site_166,-0.40865820163943123,Falling
Site_167,-0.4757045610154108,Falling
Site_168,-0.39553635055488745,Falling
Site_169,-0.39446947996147746,Falling
Site_170,-0.4063791658071301,Falling
Site_171,-0.38844093485691955,Falling
Site_172,-0.49456257332440434,Falling
Site_173,-0.36464031902682703,Falling
Site_174,-0.5124263642611019,Falling
Site_175,-0.3897118690937055,Falling
Site_176,-0.4094345114174093,Falling
Site_177,-0.3950251204513588,Falling
Site_178,-0.37998845033809164,Falling
Site_179,-0.42083527304205115,Falling
Site_180,-0.43370536908675633,Falling
Site_181,-0.37262990079136243,Falling
Site_182,-0.3921223408630979,Falling
Site_183,-0.45699861988753754,Falling
Site_184,-0.40846055067815673,Falling
Site_185,-0.41313442839551506,Falling
Site_186,-0.3772993344326898,Falling
Site_187,-0.3268335543875682,Falling
Site_188,-0.4395463903826136,Falling
Site_189,-0.35537849315259556,Falling
Site_190,-0.44939835829264824,Falling
Site_191,-0.4301961506189273,Falling
Site_192,-0.5395786879250102,Falling
Site_193,-0.416642007940237,Falling
Site_194,-0.5106187700356928,Falling
Site_195,-0.4483428759999661,Falling
Site_196,-0.37752536660620717,Falling
Site_197,-0.5051901840529504,Falling
Site_198,-0.434807727111092,Falling
Site_199,-0.3868320217730086,Falling
Site_200,-0.3632458327690985,Falling
Site_201,-0.42243299335697115,Falling
Site_202,-0.3983580515419254,Falling
Site_203,-0.4501504360547885,Falling
Site_204,-0.32814244456453256,Falling
Site_205,-0.4202765008802059,Falling
Site_206,-0.36915506047563723,Falling
Site_207,-0.3613123015415962,Falling
Site_208,-0.4809671234558372,Falling
Site_209,-0.41523025857018353,Falling
Site_210,-0.2403035563998329,Stable
Site_211,-0.4595343901750653,Falling
Site_212,-0.3178878913324372,Falling
Site_213,-0.4156846699310005,Falling
Site_214,-0.38781027345336977,Falling
Site_215,-0.367019463319125,Falling
Site_216,-0.37414468716818194,Falling
Site_217,-0.4574876732734044,Falling
Site_218,-0.4994657730844458,Falling
Site_219,-0.4113109125700976,Falling
Site_220,-0.4144497369496744,Falling
Site_221,-0.47900856669533465,Falling
Site_222,-0.34960023818172276,Falling
Site_223,-0.3702080540097901,Falling
Site_224,-0.4288445180869925,Falling
Site_225,-0.42171716616908206,Falling
Site_226,-0.3550577331225707,Falling
Site_227,-0.440863556804815,Falling
Site_228,-0.4332300181104133,Falling
Site_229,-0.49255171213675525,Falling
Site_230,-0.38014870094777614,Falling
Site_231,-0.3034323738567171,Falling
Site_232,-0.4023055117173448,Falling
Site_233,-0.4237400262987014,Falling
Site_234,-0.35283569068268317,Falling
Site_235,-0.3859733298487811,Falling
Site_236,-0.4879617245014592,Falling
Site_237,-0.5366744004009305,Falling
Site_238,-0.392927248899893,Falling
Site_239,-0.46869004230825695,Falling
Site_240,-0.4199005331878846,Falling
Site_241,-0.4538639845700749,Falling
Site_242,-0.5104647859338666,Falling
Site_243,-0.448357702242474,Falling
Site_244,-0.39739992571059063,Falling
Site_245,-0.3657277084311567,Falling
Site_246,-0.4843815969818339,Falling
Site_247,-0.4067013420185652,Falling
Site_248,-0.35439144064503,Falling
Site_249,-0.44269611012044224,Falling
Site_250,-0.47545517893370237,Falling
Site_251,-0.4389148164975585,Falling
Site_252,-0.47547129290148277,Falling
Site_253,-0.44766232489149305,Falling
Site_254,-0.3957368560266196,Falling
Site_255,-0.416220228234285,Falling
Site_256,-0.3812878467840914,Falling
Site_257,-0.4446403538302027,Falling
Site_258,-0.38682361011095523,Falling
Site_259,-0.4303909717485183,Falling
Site_260,-0.43337686119017593,Falling
Site_261,-0.3826412327739152,Falling
Site_262,-0.4345605072688519,Falling
Site_263,-0.43645387285753234,Falling
Site_264,-0.43355097746891974,Falling
Site_265,-0.41684871031305487,Falling
Site_266,-0.3643515964629526,Falling
Site_267,-0.36905757998768807,Falling
Site_268,-0.4590634472058064,Falling
Site_269,-0.45100060557893185,Falling
Site_270,-0.46775365720311896,Falling
Site_271,-0.45864700570648986,Falling
Site_272,-0.5106049651143635,Falling
Site_273,-0.4597053614932875,Falling
Site_274,-0.43259689768942605,Falling
Site_275,-0.482903520583982,Falling
Site_276,-0.43382387208552686,Falling
Site_277,-0.4302436844509719,Falling
Site_278,-0.4174700564321027,Falling
Site_279,-0.3535888055857366,Falling
Site_280,-0.37521556458053607,Falling
Site_281,-0.4351733525026291,Falling
Site_282,-0.4548384186353972,Falling
Site_283,-0.4572563731328149,Falling
Site_284,-0.460800148199156,Falling
Site_285,-0.41156212404431686,Falling
Site_286,-0.4220866155035922,Falling
Site_287,-0.4253499290643808,Falling
Site_288,-0.39666587230575306,Falling
Site_289,-0.4391777314013801,Falling
Site_290,-0.5028117763268452,Falling
Site_291,-0.43528424811397265,Falling
Site_292,-0.42665696580283263,Falling
Site_293,-0.31323553096677886,Falling
Site_294,-0.38010359196256194,Falling
Site_295,-0.5042716100552523,Falling
Site_296,-0.4198266981204784,Falling
Site_297,-0.48743466012278075,Falling
Site_298,-0.36307411729118655,Falling
Site_299,-0.447439781915655,Falling
Site_300,-0.441964025321688,Falling
Site_301,-0.39622430276160536,Falling
Site_302,-0.49760365967097087,Falling
Site_303,-0.3686448434670234,Falling
Site_304,-0.3669651409284,Falling
Site_305,-0.388312049058839,Falling
Site_306,-0.4512402566338041,Falling
Site_307,-0.409871711554597,Falling
Site_308,-0.36439388700669006,Falling
Site_309,-0.4566419781991507,Falling
Site_310,-0.3150484608677093,Falling
Site_311,-0.35440836837928763,Falling
Site_312,-0.35658715147571857,Falling
Site_313,-0.36039463116635695,Falling
Site_314,-0.3902722934672204,Falling
Site_315,-0.34703410542008467,Falling
Site_316,-0.363130017857303,Falling
Site_317,-0.42914736956005983,Falling
Site_318,-0.44381198894392987,Falling
Site_319,-0.3511538524817353,Falling
Site_320,-0.45702905703071633,Falling
Site_321,-0.47976224224927144,Falling
Site_322,-0.3039784098775788,Falling
Site_323,-0.411097750055991,Falling
Site_324,-0.39520599997721617,Falling
Site_325,-0.349404431799903,Falling
Site_326,-0.5047499832310993,Falling
Site_327,-0.44512982422391206,Falling
Site_328,-0.48326599025761513,Falling
Site_329,-0.4029382315829935,Falling
Site_330,-0.3802141357433457,Falling
Site_331,-0.41511738865765696,Falling
Site_332,-0.4490260234410259,Falling
Site_333,-0.46094130440560527,Falling
Site_334,-0.4775897395820788,Falling
Site_335,-0.2889646258382815,Stable
Site_336,-0.4956847370066509,Falling
Site_337,-0.42041367051697615,Falling
Site_338,-0.3518110562131646,Falling
Site_339,-0.34498283370434507,Falling
Site_340,-0.4401084233053549,Falling
Site_341,-0.37391149878566876,Falling
Site_342,-0.44291330286665676,Falling
Site_343,-0.4848084225460124,Falling
Site_344,-0.4448209391092762,Falling
Site_345,-0.3744987534059904,Falling
Site_346,-0.49152116552109554,Falling
Site_347,-0.3878147447393204,Falling
Site_348,-0.39879653307648744,Falling
Site_349,-0.4291695133727338,Falling
Site_350,-0.4432674665539265,Falling
Site_351,-0.5175139618529503,Falling
Site_352,-0.4132680575787215,Falling
Site_353,-0.49116469848246974,Falling
Site_354,-0.42961792969208307,Falling
Site_355,-0.5144241026737846,Falling
Site_356,-0.4118966757070993,Falling
Site_357,-0.4320351514200494,Falling
Site_358,-0.4432451120226077,Falling
Site_359,-0.4775474155005271,Falling
Site_360,-0.39903311130881813,Falling
Site_361,-0.3595377629395784,Falling
Site_362,-0.3696001369355062,Falling
Site_363,-0.3751933315446528,Falling
Site_364,-0.4598548160925913,Falling
Site_365,-0.4583288515008905,Falling
Site_366,-0.3281738543041601,Falling
Site_367,-0.42987451670751964,Falling
Site_368,-0.4004130718987548,Falling
Site_369,-0.3883019858179297,Falling
Site_370,-0.4626847711772015,Falling
Site_371,-0.4420888764580596,Falling
Site_372,-0.4766945705451983,Falling
Site_373,-0.42893337113190527,Falling
Site_374,-0.3706683294248069,Falling
Site_375,-0.3928378984829577,Falling
Site_376,-0.4501247283753874,Falling
Site_377,-0.4188079042919582,Falling
Site_378,-0.37205853613160667,Falling
Site_379,-0.337673926442094,Falling
Site_380,-0.4048041993133072,Falling
Site_381,-0.44859209672049377,Falling
Site_382,-0.4107857003643559,Falling
Site_383,-0.35533070050991755,Falling
Site_384,-0.42145632934380545,Falling
Site_385,-0.3945189494945916,Falling
Site_386,-0.35381280207758026,Falling
Site_387,-0.4162133928492274,Falling
Site_388,-0.419607322252761,Falling
Site_389,-0.4811641587135443,Falling
Site_390,-0.34021967834076,Falling
Site_391,-0.3856123997504288,Falling
Site_392,-0.48839430021782176,Falling
Site_393,-0.383918746116254,Falling
Site_394,-0.4622148558570502,Falling
Site_395,-0.40489481783906406,Falling
Site_396,-0.3644724173672554,Falling
Site_397,-0.48754153436105474,Falling
Site_398,-0.42947178078167275,Falling
Site_399,-0.3742912556176063,Falling
Site_400,-0.43463784165852276,Falling
Site_401,-0.373181803397574,Falling
Site_402,-0.3810655537598551,Falling
Site_403,-0.4619508588843034,Falling
Site_404,-0.43304000111369106,Falling
Site_405,-0.3762401762696502,Falling
Site_406,-0.4479973764574652,Falling
Site_407,-0.37302867356070396,Falling
Site_408,-0.34769542481013554,Falling
Site_409,-0.47290829054625616,Falling
Site_410,-0.3205947936665228,Falling
Site_411,-0.3557043458671935,Falling
Site_412,-0.40162090949475915,Falling
Site_413,-0.4353649831108708,Falling
Site_414,-0.4550033860530624,Falling
Site_415,-0.42158982437578196,Falling
Site_416,-0.41918434467754434,Falling
Site_417,-0.4167302648980646,Falling
Site_418,-0.5274868379921349,Falling
Site_419,-0.34053309865305686,Falling
Site_420,-0.4924248499974042,Falling
Site_421,-0.4527485132626173,Falling
Site_422,-0.3931005102808969,Falling
Site_423,-0.37838640048193645,Falling
Site_424,-0.3436419503564497,Falling
Site_425,-0.3284404058454331,Falling
Site_426,-0.40285420988086884,Falling
Site_427,-0.43024869234184876,Falling
Site_428,-0.38383648736381815,Falling
Site_429,-0.4374455630744882,Falling
Site_430,-0.48701824330224797,Falling
Site_431,-0.44238303151413366,Falling
Site_432,-0.37090466150228785,Falling
Site_433,-0.48474513037348177,Falling
Site_434,-0.36113527696536996,Falling
Site_435,-0.4581540423183981,Falling
Site_436,-0.31454902468256163,Falling
Site_437,-0.3186354117493776,Falling
Site_438,-0.4203176125383202,Falling
Site_439,-0.4530934850592011,Falling
Site_440,-0.3815201676131204,Falling
Site_441,-0.4766301823823867,Falling
Site_442,-0.43864004819319546,Falling
Site_443,-0.4849434704418181,Falling
Site_444,-0.38648607105206334,Falling
Site_445,-0.4338457760712186,Falling
Site_446,-0.42722456473619635,Falling
Site_447,-0.46722644538465236,Falling
Site_448,-0.4489477746714839,Falling
Site_449,-0.398956122421841,Falling
Site_450,-0.47541365026770344,Falling
Site_451,-0.4596603980494702,Falling
Site_452,-0.36654919426994415,Falling
Site_453,-0.40352771425281286,Falling
Site_454,-0.3296635518690748,Falling
Site_455,-0.4451223769320575,Falling
Site_456,-0.41948334752891214,Falling
Site_457,-0.42587019096300127,Falling
Site_458,-0.4208767624751018,Falling
Site_459,-0.4374536488502787,Falling
Site_460,-0.39551903302269564,Falling
Site_461,-0.402956260369805,Falling
Site_462,-0.5346783141998964,Falling
Site_463,-0.36236848243315467,Falling
Site_464,-0.3953306454572806,Falling
Site_465,-0.3635398631657468,Falling
Site_466,-0.4140944576556528,Falling
Site_467,-0.39326338886265894,Falling
Site_468,-0.3671274354460371,Falling
Site_469,-0.4134241703822008,Falling
Site_470,-0.43661666791114967,Falling
Site_471,-0.4111849958172689,Falling
Site_472,-0.31012981536486206,Falling
Site_473,-0.3502510077162298,Falling
Site_474,-0.5038132671773722,Falling
Site_475,-0.35210284653729595,Falling
Site_476,-0.3683910476831542,Falling
Site_477,-0.3818730720505982,Falling
Site_478,-0.4360497777012877,Falling
Site_479,-0.4224121246138365,Falling
Site_480,-0.48994327427724177,Falling
Site_481,-0.378900624309537,Falling
Site_482,-0.4764064978554689,Falling
Site_483,-0.39180322228735764,Falling
Site_484,-0.44949588370857696,Falling
Site_485,-0.44090279414239736,Falling
Site_486,-0.45112719372068094,Falling
Site_487,-0.4130450824080708,Falling
Site_488,-0.4724878232443272,Falling
Site_489,-0.4071423262330294,Falling
Site_490,-0.4322836887286345,Falling
Site_491,-0.39070633408970157,Falling
Site_492,-0.4687174901569533,Falling
Site_493,-0.4638040949031657,Falling
Site_494,-0.3359875954403811,Falling
Site_495,-0.39927498155419516,Falling
Site_496,-0.352437002074303,Falling
Site_497,-0.3519945415634728,Falling
Site_498,-0.3613270562789818,Falling
Site_499,-0.414330520165084,Falling
Site_500,-0.5196000641648335,Falling
Site_501,-0.4018052003852658,Falling
Site_502,-0.4424238274106444,Falling
Site_503,-0.4608158407295617,Falling
Site_504,-0.3843544421143616,Falling
Site_505,-0.4342079312487653,Falling
Site_506,-0.3116435886467679,Falling
Site_507,-0.3803496949324897,Falling
Site_508,-0.37851826165311514,Falling
Site_509,-0.4839255435339722,Falling
Site_510,-0.474195248894827,Falling
Site_511,-0.500454975808466,Falling
Site_512,-0.45106113246422147,Falling
Site_513,-0.32963134987781606,Falling
Site_514,-0.43977627434178623,Falling
Site_515,-0.3394473386799655,Falling
Site_516,-0.41793413933759965,Falling
Site_517,-0.4695045940469835,Falling
Site_518,-0.4037691504050727,Falling
Site_519,-0.5364434925893833,Falling
Site_520,-0.30593360842775424,Falling
Site_521,-0.4135644514416658,Falling
Site_522,-0.37092481835793895,Falling
Site_523,-0.41965772135269674,Falling
Site_524,-0.3709778789677795,Falling
Site_525,-0.4644609613580765,Falling
Site_526,-0.5018161862322889,Falling
Site_527,-0.4012878872825746,Falling
Site_528,-0.43051438898543376,Falling
Site_529,-0.5139564324883338,Falling
Site_530,-0.43947350386570594,Falling
Site_531,-0.4664053461798151,Falling
Site_532,-0.48496430564712245,Falling
Site_533,-0.2975380160551162,Stable
Site_534,-0.40131813712025155,Falling
Site_535,-0.39371466285641654,Falling
Site_536,-0.4859652339483831,Falling
Site_537,-0.483123524178246,Falling
Site_538,-0.4410111826443678,Falling
Site_539,-0.4617075446147642,Falling
Site_540,-0.36957716859898687,Falling
Site_541,-0.49845047288308725,Falling
Site_542,-0.40160630219720755,Falling
Site_543,-0.4150483558247465,Falling
Site_544,-0.3505095702983945,Falling
Site_545,-0.4208418945444829,Falling
Site_546,-0.42897615651650406,Falling
Site_547,-0.3133006873352209,Falling
Site_548,-0.4368143245675401,Falling
Site_549,-0.4648192919599049,Falling
Site_550,-0.48242128296669734,Falling
Site_551,-0.3355387159195737,Falling
Site_552,-0.3584466685565776,Falling
Site_553,-0.35055339029274285,Falling
Site_554,-0.4374973808869402,Falling
Site_555,-0.3704190030285037,Falling
Site_556,-0.43078519793003556,Falling
Site_557,-0.40290183483450015,Falling
Site_558,-0.3806548377339432,Falling
Site_559,-0.40520521531907605,Falling
Site_560,-0.47319365932928337,Falling
Site_561,-0.42270358462224805,Falling
Site_562,-0.3973867605387858,Falling
Site_563,-0.4224521776162085,Falling
Site_564,-0.4141678042100365,Falling
Site_565,-0.34688504125149977,Falling
Site_566,-0.3649022543734938,Falling
Site_567,-0.41658651615576603,Falling
Site_568,-0.41391265299250607,Falling
Site_569,-0.4236236336507161,Falling
Site_570,-0.502437176091201,Falling
Site_571,-0.45282751758204853,Falling
Site_572,-0.45809741594347403,Falling
Site_573,-0.4100453348908154,Falling
Site_574,-0.5098229830172466,Falling
Site_575,-0.4462036130976911,Falling
Site_576,-0.38578495304074206,Falling
Site_577,-0.3781239291630782,Falling
Site_578,-0.49238631758656787,Falling
Site_579,-0.33157541957062164,Falling
Site_580,-0.44079058359583856,Falling
Site_581,-0.3699396635841283,Falling
Site_582,-0.49128412725127496,Falling
Site_583,-0.4289737791288497,Falling
Site_584,-0.4306847623181619,Falling
Site_585,-0.46863535226720837,Falling
Site_586,-0.37732651208057166,Falling
Site_587,-0.43702094341219466,Falling
Site_588,-0.34866987153120926,Falling
Site_589,-0.47871395286738927,Falling
Site_590,-0.45343670023402316,Falling
Site_591,-0.4289453795657439,Falling
Site_592,-0.4957159777916361,Falling
Site_593,-0.3419034130098743,Falling
Site_594,-0.42224877776835235,Falling
Site_595,-0.45837573419324207,Falling
Site_596,-0.373377240863472,Falling
Site_597,-0.34629517004933585,Falling
Site_598,-0.31521331185223683,Falling
Site_599,-0.3668016789153378,Falling
Site_600,-0.39620759713629133,Falling
Site_601,-0.4929882946720233,Falling
Site_602,-0.40415529587312554,Falling
Site_603,-0.4218498651527042,Falling
Site_604,-0.4378403043461112,Falling
Site_605,-0.4696418282281861,Falling
Site_606,-0.3635277104560979,Falling
Site_607,-0.42896835043339127,Falling
Site_608,-0.4129215012789062,Falling
Site_609,-0.31522319474833627,Falling
Site_610,-0.4833332082520672,Falling
Site_611,-0.37080887309166727,Falling
Site_612,-0.4265532643677729,Falling
Site_613,-0.39672761477838736,Falling
Site_614,-0.3364957938525764,Falling
Site_615,-0.27978482521739434,Stable
Site_616,-0.5359706240436914,Falling
Site_617,-0.37331640201326655,Falling
Site_618,-0.4761998745812974,Falling
Site_619,-0.39193184800917225,Falling
Site_620,-0.4000709963766491,Falling
Site_621,-0.40745150749284065,Falling
Site_622,-0.3568174619345876,Falling
Site_623,-0.42206148556036766,Falling
Site_624,-0.422064719744142,Falling
Site_625,-0.5140781082904676,Falling
Site_626,-0.35692339648144655,Falling
Site_627,-0.40930361461636744,Falling
Site_628,-0.5118097482386649,Falling
Site_629,-0.36600350501738554,Falling
Site_630,-0.4290132727459039,Falling
Site_631,-0.412721397628094,Falling
Site_632,-0.4673472213609241,Falling
Site_633,-0.4073291963708422,Falling
Site_634,-0.40761696405633935,Falling
Site_635,-0.4612502698844533,Falling
Site_636,-0.46205364404109855,Falling
Site_637,-0.503727095891507,Falling
Site_638,-0.5405447906924848,Falling
Site_639,-0.3706610884221076,Falling
Site_640,-0.3650105916195928,Falling
Site_641,-0.3385398834149898,Falling
Site_642,-0.3751566538379413,Falling
Site_643,-0.4724953584938609,Falling
Site_644,-0.4194661495938164,Falling
Site_645,-0.4686297033612333,Falling
Site_646,-0.39611661981916513,Falling
Site_647,-0.4300035777880863,Falling
Site_648,-0.37934844390898725,Falling
Site_649,-0.4549435710552057,Falling
Site_650,-0.3707336901840428,Falling
Site_651,-0.4579196566994377,Falling
Site_652,-0.4596159016038594,Falling
Site_653,-0.3804627527832918,Falling
Site_654,-0.5286176860684012,Falling
Site_655,-0.45845500301838094,Falling
Site_656,-0.3789236527609175,Falling
Site_657,-0.43798763467331253,Falling
Site_658,-0.39962819985500486,Falling
Site_659,-0.4127351373721569,Falling
Site_660,-0.3950383166297992,Falling
Site_661,-0.4742024418055796,Falling
Site_662,-0.41097423283844836,Falling
Site_663,-0.4086127920795214,Falling
Site_664,-0.45997250216102914,Falling
Site_665,-0.42942504742753024,Falling
Site_666,-0.43124301938993065,Falling
Site_667,-0.3523131431507532,Falling
Site_668,-0.4319870309927373,Falling
Site_669,-0.40683877679388325,Falling
Site_670,-0.3549075622063308,Falling
Site_671,-0.4528998561037749,Falling
Site_672,-0.404114892305665,Falling
Site_673,-0.4531946452142893,Falling
Site_674,-0.3790720689537235,Falling
Site_675,-0.4471403095350361,Falling
Site_676,-0.39968830467009847,Falling
Site_677,-0.311147613183779,Falling
Site_678,-0.4485952378842742,Falling
Site_679,-0.42961443669772426,Falling
Site_680,-0.417961889659324,Falling
Site_681,-0.44397164473206224,Falling
Site_682,-0.447525198917153,Falling
Site_683,-0.42022819251466864,Falling
Site_684,-0.4588839496907884,Falling
Site_685,-0.4483693354325286,Falling
Site_686,-0.4315274750585982,Falling
Site_687,-0.4488207144692401,Falling
Site_688,-0.4466205994282035,Falling
Site_689,-0.3695665630580392,Falling
Site_690,-0.404235637275283,Falling
Site_691,-0.45989947010260074,Falling
Site_692,-0.4901250093336488,Falling
Site_693,-0.511932412456797,Falling
Site_694,-0.4603839085594897,Falling
Site_695,-0.4886958690278999,Falling
Site_696,-0.4256028054060236,Falling
Site_697,-0.41416671201654964,Falling
Site_698,-0.3847236541530339,Falling
Site_699,-0.30444437026753324,Falling
Site_700,-0.3587962084557908,Falling
Site_701,-0.5175966047082213,Falling
Site_702,-0.41853115852245937,Falling
Site_703,-0.47012438477104573,Falling
Site_704,-0.43205532599382485,Falling
Site_705,-0.39578787525957093,Falling
Site_706,-0.4177334263110825,Falling
Site_707,-0.4683284287979867,Falling
Site_708,-0.3734160738490115,Falling
Site_709,-0.4499568292470006,Falling
Site_710,-0.3247454423383806,Falling
Site_711,-0.459298464980836,Falling
Site_712,-0.4788916216226147,Falling
Site_713,-0.43612244653890747,Falling
Site_714,-0.44359770512794106,Falling
Site_715,-0.48006516206348826,Falling
Site_716,-0.4691838213611863,Falling
Site_717,-0.3199329661470692,Falling
Site_718,-0.3483700409920885,Falling
Site_719,-0.44601932726950394,Falling
Site_720,-0.4476643953765059,Falling
Site_721,-0.3889879067724938,Falling
Site_722,-0.4031053523811584,Falling
Site_723,-0.35042750644495424,Falling
Site_724,-0.5073917943740212,Falling
Site_725,-0.49650547362337816,Falling
Site_726,-0.33416153327264353,Falling
Site_727,-0.45229011153535364,Falling
Site_728,-0.35682203509952715,Falling
Site_729,-0.4206285713019927,Falling
Site_730,-0.4444703095476207,Falling
Site_731,-0.42202988092174476,Falling
Site_732,-0.3100975943899136,Falling
Site_733,-0.3733652653346601,Falling
Site_734,-0.41713934326643826,Falling
Site_735,-0.44947187127052146,Falling
Site_736,-0.33853768194261175,Falling
Site_737,-0.42171859247511334,Falling
Site_738,-0.42873783811489236,Falling
